ukb_code	term_label	term_codes	mapping_type	ukb_fullcode	current_term_label	category
T88	complication	EFO:0009518	Broad	T88-Diagnoses_main_ICD10_T88_Other_complications_of_surgical_and_medical_care_not_elsewhere_classified	complication	disease
T87	complication	EFO:0009518	Broad	T87-Diagnoses_main_ICD10_T87_Complications_peculiar_to_reattachment_and_amputation	complication	disease
T81	complication	EFO:0009518	Broad	T81-Diagnoses_main_ICD10_T81_Complications_of_procedures_not_elsewhere_classified	complication	disease
T79	complication	EFO:0009518	Broad	T79-Diagnoses_main_ICD10_T79_Certain_early_complications_of_trauma_not_elsewhere_classified	complication	disease
T78	No general adverse effects term	EFO:0009658	Exact	T78-Diagnoses_main_ICD10_T78_Adverse_effects_not_elsewhere_classified	adverse effect	disease
T17	foreign body	EFO:0009525	Broad	T17-Diagnoses_main_ICD10_T17_Foreign_body_in_respiratory_tract	foreign body	
T14	injury	EFO:0000546	Exact	T14-Diagnoses_main_ICD10_T14_Injury_of_unspecified_body_region	injury	disease
S91	ankle injury||skin wound	EFO:1002021||EFO:0005756	Broad	S91-Diagnoses_main_ICD10_S91_Open_wound_of_ankle_and_foot	ankle injury AND skin wound	disease
S89	injury	EFO:0000546	Broad	S89-Diagnoses_main_ICD10_S89_Other_and_unspecified_injuries_of_lower_leg	injury	disease
S86	injury	EFO:0000546	Broad	S86-Diagnoses_main_ICD10_S86_Injury_of_muscle_and_tendon_at_lower_leg_level	injury	disease
S83	knee injury	EFO:0009507		S83-Diagnoses_main_ICD10_S83_Dislocation_sprain_and_strain_of_joints_and_ligaments_of_knee	knee injury	disease
S82	lower extremity fracture	EFO:0009512	Broad	S82-Diagnoses_main_ICD10_S82_Fracture_of_lower_leg_including_ankle	lower extremity fracture	disease
S81	leg injury	EFO:0009508	Broad	S81-Diagnoses_main_ICD10_S81_Open_wound_of_lower_leg	leg injury	disease
S80	leg injury	EFO:0009508	Broad	S80-Diagnoses_main_ICD10_S80_Superficial_injury_of_lower_leg	leg injury	disease
S76	leg injury	EFO:0009508	Broad	S76-Diagnoses_main_ICD10_S76_Injury_of_muscle_and_tendon_at_hip_and_thigh_level	leg injury	disease
S69	injury	EFO:0000546	Broad	S69-Diagnoses_main_ICD10_S69_Other_and_unspecified_injuries_of_wrist_and_hand	injury	disease
S68	amputation	EFO:0009632	Broad	S68-Diagnoses_main_ICD10_S68_Traumatic_amputation_of_wrist_and_hand	amputation	
S67	crush injury	EFO:0009504	Broad	S67-Diagnoses_main_ICD10_S67_Crushing_injury_of_wrist_and_hand	crush injury	disease
S66	injury	EFO:0000546	Broad	S66-Diagnoses_main_ICD10_S66_Injury_of_muscle_and_tendon_at_wrist_and_hand_level	injury	disease
S63	dislocation||sprain	EFO:0009521||EFO:0009582	Broad	S63-Diagnoses_main_ICD10_S63_Dislocation_sprain_and_strain_of_joints_and_ligaments_at_wrist_and_hand_level	dislocation AND sprain	disease
S61	skin wound	EFO:0005756	Broad	S61-Diagnoses_main_ICD10_S61_Open_wound_of_wrist_and_hand	skin wound	
S60	injury	EFO:0000546	Broad	S60-Diagnoses_main_ICD10_S60_Superficial_injury_of_wrist_and_hand	injury	disease
S56	injury	EFO:0000546	Broad	S56-Diagnoses_main_ICD10_S56_Injury_of_muscle_and_tendon_at_forearm_level	injury	disease
S51	skin wound	EFO:0005756	Broad	S51-Diagnoses_main_ICD10_S51_Open_wound_of_forearm	skin wound	
S46	shoulder impingement syndrome	EFO:1001178	Narrow	S46-Diagnoses_main_ICD10_S46_Injury_of_muscle_and_tendon_at_shoulder_and_upper_arm_level	shoulder impingement syndrome	disease
S43	dislocation||sprain	EFO:0009521||EFO:0009582	Broad	S43-Diagnoses_main_ICD10_S43_Dislocation_sprain_and_strain_of_joints_and_ligaments_of_shoulder_girdle	dislocation AND sprain	disease
S39	abdominal injury	EFO:0009502	Broad	S39-Diagnoses_main_ICD10_S39_Other_and_unspecified_injuries_of_abdomen_lower_back_and_pelvis	abdominal injury	disease
S31	abdominal injury	EFO:0009502	Broad	S31-Diagnoses_main_ICD10_S31_Open_wound_of_abdomen_lower_back_and_pelvis	abdominal injury	disease
S22	rib fracture	EFO:0009620	Narrow	S22-Diagnoses_main_ICD10_S22_Fracture_of_ribs_sternum_and_thoracic_spine	rib fracture	disease
S20	injury	EFO:0000546	Broad	S20-Diagnoses_main_ICD10_S20_Superficial_injury_of_thorax	injury	disease
S12	spinal fracture	EFO:0003902	Broad	S12-Diagnoses_main_ICD10_S12_Fracture_of_neck	spinal fracture	disease
S09	head injury	EFO:0009505	Broad	S09-Diagnoses_main_ICD10_S09_Other_and_unspecified_injuries_of_head	head injury	disease
S06	head injury	EFO:0009505	Broad	S06-Diagnoses_main_ICD10_S06_Intracranial_injury	head injury	disease
S05	eye injury	EFO:0009485	Broad	S05-Diagnoses_main_ICD10_S05_Injury_of_eye_and_orbit	eye injury	disease
S01	head injury	EFO:0009505	Broad	S01-Diagnoses_main_ICD10_S01_Open_wound_of_head	head injury	disease
O02	conception	EFO:0009682	Broad	O02-Diagnoses_main_ICD10_O02_Other_abnormal_products_of_conception	pregnancy disorder	disease
R91	abnormality of the lung	HP:0002088	Broad	R91-Diagnoses_main_ICD10_R91_Abnormal_findings_on_diagnostic_imaging_of_lung	abnormal lung morphology	
R90	morphological abnormality of the central nervous system	HP:0002011	?	R90-Diagnoses_main_ICD10_R90_Abnormal_findings_on_diagnostic_imaging_of_central_nervous_system	morphological central nervous system abnormality	
R79	abnormal blood homeostasis	HP:0001871	Broad	R79-Diagnoses_main_ICD10_R79_Other_abnormal_findings_of_blood_chemistry	abnormality of blood and blood-forming tissues	
R76	abnormality of the immune system	HP:0002715	Broad	R76-Diagnoses_main_ICD10_R76_Other_abnormal_immunological_findings_in_serum	abnormality of the immune system	
R69	disease	EFO:0000408	?	R69-Diagnoses_main_ICD10_R69_Unknown_and_unspecified_causes_of_morbidity	disease	disease
R68	sign or symptom	EFO:0003765	Exact	R68-Diagnoses_main_ICD10_R68_Other_general_symptoms_and_signs	sign or symptom	
O26	patient care?	EFO:0009682	Broad	O26-Diagnoses_main_ICD10_O26_Maternal_care_for_other_conditions_predominantly_related_to_pregnancy	pregnancy disorder	disease
R60	edema	EFO:0009373	Exact	R60-Diagnoses_main_ICD10_R60_Oedema_not_elsewhere_classified	edema	disease
R56	seizures	HP:0001250	Narrow	R56-Diagnoses_main_ICD10_R56_Convulsions_not_elsewhere_classified	seizure	
R55	syncope	HP:0001279	Exact	R55-Diagnoses_main_ICD10_R55_Syncope_and_collapse	syncope	
R54	cognitive impairment	HP:0100543	Broad	R54-Diagnoses_main_ICD10_R54_Senility	cognitive impairment	
R53	fatigue||malaise	HP:0012378 | EFO:0009641	Exact	R53-Diagnoses_main_ICD10_R53_Malaise_and_fatigue	fatigue AND malaise	
R49	voice disturbance	EFO:0009692	Exact	R49-Diagnoses_main_ICD10_R49_Voice_disturbances	voice disorders	disease
R47	speech apraxia	HP:0011098	Narrow	R47-Diagnoses_main_ICD10_R47_Speech_disturbances_not_elsewhere_classified	speech apraxia	
R41	cognitive impairment	HP:0100543	Broad	R41-Diagnoses_main_ICD10_R41_Other_symptoms_and_signs_involving_cognitive_functions_and_awareness	cognitive impairment	
R40	coma	HP:0001259	Broad	R40-Diagnoses_main_ICD10_R40_Somnolence_stupor_and_coma	coma	
R39	abnormality of the urinary system	HP:0000079	Exact	R39-Diagnoses_main_ICD10_R39_Other_symptoms_and_signs_involving_the_urinary_system	abnormality of the urinary system	
R29	abnormality of the musculature||abnormality of the skeletal system||abnormality of the nervous system	HP:0003011||HP:0000924||HP:0000707	Broad	R29-Diagnoses_main_ICD10_R29_Other_symptoms_and_signs_involving_the_nervous_and_musculoskeletal_systems	abnormality of the musculature AND abnormality of the skeletal system AND abnormality of the nervous system	
R23	abnormality of the skin	HP:0000951	Exact	R23-Diagnoses_main_ICD10_R23_Other_skin_changes	abnormality of the skin	
R22	lymphedema	Orphanet:79383	?	R22-Diagnoses_main_ICD10_R22_Localised_swelling_mass_and_lump_of_skin_and_subcutaneous_tissue	lymphedema	disease
R21	skin disease	EFO:0000701	Broad	R21-Diagnoses_main_ICD10_R21_Rash_and_other_nonspecific_skin_eruption	skin disease	disease
R19	abnormality of the digestive system	HP:0025031	Broad	R19-Diagnoses_main_ICD10_R19_Other_symptoms_and_signs_involving_the_digestive_system_and_abdomen	abnormality of the digestive system	
R14	flatulence	EFO:0009669	Exact	R14-Diagnoses_main_ICD10_R14_Flatulence_and_related_conditions	flatulence	disease
R09	abnormality of the respiratory system||abnormality of the cardiovascular system	HP:0002086||HP:0001626	Broad	R09-Diagnoses_main_ICD10_R09_Other_symptoms_and_signs_involving_the_circulatory_and_respiratory_systems	abnormality of the respiratory system AND abnormality of the cardiovascular system	
R07	pain	EFO:0003843	Broad	R07-Diagnoses_main_ICD10_R07_Pain_in_throat_and_chest	pain	
Q38	rare genetic developmental defect during embryogenesis	Orphanet:183530	Broad	Q38-Diagnoses_main_ICD10_Q38_Other_congenital_malformations_of_tongue_mouth_and_pharynx	rare genetic developmental defect during embryogenesis	disease
Q18	rare genetic developmental defect during embryogenesis	Orphanet:183530	Broad	Q18-Diagnoses_main_ICD10_Q18_Other_congenital_malformations_of_face_and_neck	rare genetic developmental defect during embryogenesis	disease
O00	ectopic pregnancy	HP:0031456	Exact	O00-Diagnoses_main_ICD10_O00_Ectopic_pregnancy	ectopic pregnancy	
O35	fetal disorder? patient care? 	EFO:0009682	Broad	O35-Diagnoses_main_ICD10_O35_Maternal_care_for_known_or_suspected_foetal_abnormality_and_damage	pregnancy disorder	disease
O13	preeclampsia||proteinuria	EFO:0000668||HP:0000093	Broad	O13-Diagnoses_main_ICD10_O13_Gestational_pregnancyinduced_hypertension_without_significant_proteinuria	preeclampsia AND proteinuria	disease
O20	hemorrhage	MP:0001914	Broad	O20-Diagnoses_main_ICD10_O20_Haemorrhage_in_early_pregnancy	hemorrhage	
O36	fetal disorder? patient care? 	EFO:0009682	Broad	O36-Diagnoses_main_ICD10_O36_Maternal_care_for_other_known_or_suspected_foetal_problems	pregnancy disorder	disease
M43	-	EFO:0002461	Broad	M43-Diagnoses_main_ICD10_M43_Other_deforming_dorsopathies	skeletal system disease	disease
M46	-	EFO:0004260	Broad	M46-Diagnoses_main_ICD10_M46_Other_inflammatory_spondylopathies	bone disease	disease
O46	antepartum hemorrhage	HP:0025328	Exact	O46-Diagnoses_main_ICD10_O46_Antepartum_haemorrhage_not_elsewhere_classified	antepartum hemorrhage	
O47	Braxton-Hicks contraction	EFO:0009639	Exact	O47-Diagnoses_main_ICD10_O47_False_labour	braxton-hicks contractions	
O48	post term pregnancy	EFO:0009681	Exact	O48-Diagnoses_main_ICD10_O48_Prolonged_pregnancy	post term pregnancy	disease
O64	abnormal delivery	HP:0001787	Broad	O64-Diagnoses_main_ICD10_O64_Obstructed_labour_due_to_malposition_and_malpresentation_of_foetus	abnormal delivery	
O68	abnormal delivery	HP:0001787	Broad	O68-Diagnoses_main_ICD10_O68_Labour_and_delivery_complicated_by_foetal_stress_distress	abnormal delivery	
O69	abnormal delivery	HP:0001787	Broad	O69-Diagnoses_main_ICD10_O69_Labour_and_delivery_complicated_by_umbilical_cord_complications	abnormal delivery	
O75	abnormal delivery	HP:0001787	Broad	O75-Diagnoses_main_ICD10_O75_Other_complications_of_labour_and_delivery_not_elsewhere_classified	abnormal delivery	
O80	spontaneous labor and birth	EFO:0009638	Exact	O80-Diagnoses_main_ICD10_O80_Single_spontaneous_delivery	spontaneous labor and birth	
O82	cesarean section	EFO:0009636	Broad	O82-Diagnoses_main_ICD10_O82_Single_delivery_by_Caesarean_section	cesarean section	
O99	pregnancy disorder	EFO:0009682	Exact	O99-Diagnoses_main_ICD10_O99_Other_maternal_diseases_classifiable_elsewhere_but_complicating_pregnancy_childbirth_and_the_puerperium	pregnancy disorder	disease
N02	hematuria	HP:0000790	Broad	N02-Diagnoses_main_ICD10_N02_Recurrent_and_persistent_haematuria	hematuria	
N10	nephritis	EFO:1002050	Broad	N10-Diagnoses_main_ICD10_N10_Acute_tubulointerstitial_nephritis	nephritis	disease
N12	nephritis	EFO:1002050	Broad	N12-Diagnoses_main_ICD10_N12_Tubulointerstitial_nephritis_not_specified_as_acute_or_chronic	nephritis	disease
N21	ureterolithiasis	EFO:1001228	Exact	N21-Diagnoses_main_ICD10_N21_Calculus_of_lower_urinary_tract	ureterolithiasis	disease
N28	urinary system disease	EFO:0009690	Broad	N28-Diagnoses_main_ICD10_N28_Other_disorders_of_kidney_and_ureter_not_elsewhere_classified	urinary system disease	disease
N31	neurogenic bladder	HP:0000011	Exact	N31-Diagnoses_main_ICD10_N31_Neuromuscular_dysfunction_of_bladder_not_elsewhere_classified	neurogenic bladder	disease
N36	urethral disease	EFO:0009689	Exact	N36-Diagnoses_main_ICD10_N36_Other_disorders_of_urethra	urethral disease	disease
N39	urinary system disease	EFO:0009690	Exact	N39-Diagnoses_main_ICD10_N39_Other_disorders_of_urinary_system	urinary system disease	disease
N40	benign prostatic hyperplasia	EFO:0000284	Exact	N40-Diagnoses_main_ICD10_N40_Hyperplasia_of_prostate	benign prostatic hyperplasia	disease
N42	prostate disease	EFO:0009602	Exact	N42-Diagnoses_main_ICD10_N42_Other_disorders_of_prostate	prostate disease	disease
N48	male reproductive system disease	EFO:0009555	Broad	N48-Diagnoses_main_ICD10_N48_Other_disorders_of_penis	male reproductive system disease	disease
N49	male reproductive system disease	EFO:0009555	Broad	N49-Diagnoses_main_ICD10_N49_Inflammatory_disorders_of_male_genital_organs_not_elsewhere_classified	male reproductive system disease	disease
N50	male reproductive system disease	EFO:0009555	Broad	N50-Diagnoses_main_ICD10_N50_Other_disorders_of_male_genital_organs	male reproductive system disease	disease
N61	mastitis	EFO:1001034	Broad	N61-Diagnoses_main_ICD10_N61_Inflammatory_disorders_of_breast	mastitis	disease
N64	breast disease	EFO:0009483	Exact	N64-Diagnoses_main_ICD10_N64_Other_disorders_of_breast	breast disease	disease
N73	pelvic inflammatory disease	EFO:1001388	Broad	N73-Diagnoses_main_ICD10_N73_Other_female_pelvic_inflammatory_diseases	pelvic inflammatory disease	disease
N85	female reproductive system disease	EFO:0009549	Broad	N85-Diagnoses_main_ICD10_N85_Other_noninflammatory_disorders_of_uterus_except_cervix	female reproductive system disease	disease
N86	cervix erosion	EFO:1000862	Exact	N86-Diagnoses_main_ICD10_N86_Erosion_and_ectropion_of_cervix_uteri	cervix erosion	disease
N88	female reproductive system disease	EFO:0009549	Broad	N88-Diagnoses_main_ICD10_N88_Other_noninflammatory_disorders_of_cervix_uteri	female reproductive system disease	disease
N89	female reproductive system disease	EFO:0009549	Broad	N89-Diagnoses_main_ICD10_N89_Other_noninflammatory_disorders_of_vagina	female reproductive system disease	disease
N90	female reproductive system disease	EFO:0009549	Broad	N90-Diagnoses_main_ICD10_N90_Other_noninflammatory_disorders_of_vulva_and_perineum	female reproductive system disease	disease
N92	menorrhagia	HP:0000132	Broad	N92-Diagnoses_main_ICD10_N92_Excessive_frequent_and_irregular_menstruation	menorrhagia	
N93	metrorrhagia	HP:0100608	Exact	N93-Diagnoses_main_ICD10_N93_Other_abnormal_uterine_and_vaginal_bleeding	metrorrhagia	
N95	menopause	EFO:0003922	Broad	N95-Diagnoses_main_ICD10_N95_Menopausal_and_other_perimenopausal_disorders	menopause	
N99	disease of genitourinary system	EFO:0009663	Broad	N99-Diagnoses_main_ICD10_N99_Postprocedural_disorders_of_genitourinary_system_not_elsewhere_classified	disease of genitourinary system	disease
M19	osteoarthritis	EFO:0002506	Exact	M19-Diagnoses_main_ICD10_M19_Other_arthrosis	osteoarthritis	disease
M20	congenital deformities of fingers	Orphanet:294947	Broad	M20-Diagnoses_main_ICD10_M20_Acquired_deformities_of_fingers_and_toes	congenital deformities of fingers	disease
M21	congenital deformities of limbs	Orphanet:294944	Exact	M21-Diagnoses_main_ICD10_M21_Other_acquired_deformities_of_limbs	congenital deformities of limbs	disease
M22	abnormality of the patella	EFO:0009665	Exact	M22-Diagnoses_main_ICD10_M22_Disorders_of_patella	disorder of patella	disease
M24	joint disease	EFO:1000999	Broad	M24-Diagnoses_main_ICD10_M24_Other_specific_joint_derangements	joint disease	disease
M35	connective tissue disease	EFO:1001986	Broad	M35-Diagnoses_main_ICD10_M35_Other_systemic_involvement_of_connective_tissue	connective tissue disease	disease
M48	-	EFO:0004260	Broad	M48-Diagnoses_main_ICD10_M48_Other_spondylopathies	bone disease	disease
M53	-	EFO:0009676	Broad	M53-Diagnoses_main_ICD10_M53_Other_dorsopathies_not_elsewhere_classified	musculoskeletal system disease	disease
M48	spondyloarthropathy	EFO:0004260	Broad	M48-Diagnoses_main_ICD10_M48_Other_spondylopathies	bone disease	disease
M51	discitis	EFO:1000900	Narrow	M51-Diagnoses_main_ICD10_M51_Other_intervertebral_disk_disorders	discitis	disease
M53	back pain	EFO:0009676	Broad	M53-Diagnoses_main_ICD10_M53_Other_dorsopathies_not_elsewhere_classified	musculoskeletal system disease	disease
M62	muscular disease	EFO:0002970	Exact	M62-Diagnoses_main_ICD10_M62_Other_disorders_of_muscle	muscular disease	disease
M66	tendon rupture	HP:0100550	Broad	M66-Diagnoses_main_ICD10_M66_Spontaneous_rupture_of_synovium_and_tendon	tendon rupture	
M67	tenosynovitis	EFO:1001435	Exact	M67-Diagnoses_main_ICD10_M67_Other_disorders_of_synovium_and_tendon	tenosynovitis	disease
M71	joint disease	EFO:1000999	Broad	M71-Diagnoses_main_ICD10_M71_Other_bursopathies	joint disease	disease
M76	enthesopathy	EFO:0009666	Broad	M76-Diagnoses_main_ICD10_M76_Enthesopathies_of_lower_limb_excluding_foot	enthesopathy	disease
M77	enthesopathy	EFO:0009666	Exact	M77-Diagnoses_main_ICD10_M77_Other_enthesopathies	enthesopathy	disease
M79	soft tissue disease	EFO:0009470	Exact	M79-Diagnoses_main_ICD10_M79_Other_soft_tissue_disorders_not_elsewhere_classified	soft tissue disease	disease
M80	osteoporosis	EFO:0003882	Broad	M80-Diagnoses_main_ICD10_M80_Osteoporosis_with_pathological_fracture	osteoporosis	disease
M84	bone disease	EFO:0004260	Broad	M84-Diagnoses_main_ICD10_M84_Disorders_of_continuity_of_bone	bone disease	disease
M85	bone density	EFO:0003923	Broad	M85-Diagnoses_main_ICD10_M85_Other_disorders_of_bone_density_and_structure	bone density	disease
M89	bone disease	EFO:0004260	Exact	M89-Diagnoses_main_ICD10_M89_Other_disorders_of_bone	bone disease	disease
M94	cartilage disease	EFO:0005802	Exact	M94-Diagnoses_main_ICD10_M94_Other_disorders_of_cartilage	cartilage disease	disease
M95	musculoskeletal system disease | connective tissue disease	EFO:0009676 | EFO:1001986	Exact	M95-Diagnoses_main_ICD10_M95_Other_acquired_deformities_of_musculoskeletal_system_and_connective_tissue	musculoskeletal system disease AND connective tissue disease	disease
M96	musculoskeletal system disease	EFO:0009676	Broad	M96-Diagnoses_main_ICD10_M96_Postprocedural_musculoskeletal_disorders_not_elsewhere_classified	musculoskeletal system disease	disease
L27	dermatitis due to unspecified substance taken internally	HP:0000964	Broad	L27-Diagnoses_main_ICD10_L27_Dermatitis_due_to_substances_taken_internally	eczema	
L30	skin disease	EFO:0000701	Broad	L30-Diagnoses_main_ICD10_L30_Other_dermatitis	skin disease	disease
L53	skin disease	EFO:0000701	Broad	L53-Diagnoses_main_ICD10_L53_Other_erythematous_conditions	skin disease	disease
L60	genetic nail anomaly	Orphanet:183454	Narrow	L60-Diagnoses_main_ICD10_L60_Nail_disorders	genetic nail anomaly	disease
L73	folliculitis	EFO:1000702	Narrow	L73-Diagnoses_main_ICD10_L73_Other_follicular_disorders	folliculitis	disease
L85	epidermal thickening	HP:0011368	Exact	L85-Diagnoses_main_ICD10_L85_Other_epidermal_thickening	epidermal thickening	
K01	impacted tooth	HP:0011079	Exact	K01-Diagnoses_main_ICD10_K01_Embedded_and_impacted_teeth	impacted tooth	
K05	periodontitis	EFO:0000649	Broad	K05-Diagnoses_main_ICD10_K05_Gingivitis_and_periodontal_diseases	periodontitis	disease
K06	gingival disease	EFO:0009670	Narrow	K06-Diagnoses_main_ICD10_K06_Other_disorders_of_gingiva_and_edentulous_alveolar_ridge	gingival disease	disease
K08	tooth disease	EFO:1001216	Exact	K08-Diagnoses_main_ICD10_K08_Other_disorders_of_teeth_and_supporting_structures	tooth disease	disease
K09	mouth neoplasm	EFO:0003868	Broad	K09-Diagnoses_main_ICD10_K09_Cysts_of_oral_region_not_elsewhere_classified	mouth neoplasm	disease
K12	stomatitis	EFO:0009688	Exact	K12-Diagnoses_main_ICD10_K12_Stomatitis_and_related_lesions	stomatitis	disease
K13	mouth disease	EFO:1001047	Broad	K13-Diagnoses_main_ICD10_K13_Other_diseases_of_lip_and_oral_mucosa	mouth disease	disease
K14	mouth disease	EFO:1001047	Broad	K14-Diagnoses_main_ICD10_K14_Diseases_of_tongue	mouth disease	disease
K31	digestive system disease	EFO:0000405	Broad	K31-Diagnoses_main_ICD10_K31_Other_diseases_of_stomach_and_duodenum	digestive system disease	disease
K52	gastroenteritis	EFO:1001463	Broad	K52-Diagnoses_main_ICD10_K52_Other_noninfective_gastroenteritis_and_colitis	gastroenteritis	disease
K56	gastrointestinal obstruction	HP:0004796	Broad	K56-Diagnoses_main_ICD10_K56_Paralytic_ileus_and_intestinal_obstruction_without_hernia	gastrointestinal obstruction	
K60	anal fistula	HP:0012390	Narrow	K60-Diagnoses_main_ICD10_K60_Fissure_and_fistula_of_anal_and_rectal_regions	anal fissure	
K62	anus disease||rectal disease	EFO:0009660 | EFO:0009685	Exact	K62-Diagnoses_main_ICD10_K62_Other_diseases_of_anus_and_rectum	anus disease AND rectal disease	disease
K75	liver disease	EFO:0001421	Broad	K75-Diagnoses_main_ICD10_K75_Other_inflammatory_liver_diseases	liver disease	disease
K86	pancreas disease	EFO:0009605	Exact	K86-Diagnoses_main_ICD10_K86_Other_diseases_of_pancreas	pancreas disease	disease
K91	digestive system disease	EFO:0000405	Broad	K91-Diagnoses_main_ICD10_K91_Postprocedural_disorders_of_digestive_system_not_elsewhere_classified	digestive system disease	disease
K92	digestive system disease	EFO:0000405	Exact	K92-Diagnoses_main_ICD10_K92_Other_diseases_of_digestive_system	digestive system disease	disease
J02	pharyngitis	EFO:0009657	Exact	J02-Diagnoses_main_ICD10_J02_Acute_pharyngitis	acute pharyngitis	disease
J03	tonsillitis	HP:0011110	Broad	J03-Diagnoses_main_ICD10_J03_Acute_tonsillitis	tonsillitis	
J06	respiratory system disease	EFO:0000684	Broad	J06-Diagnoses_main_ICD10_J06_Acute_upper_respiratory_infections_of_multiple_and_unspecified_sites	respiratory system disease	disease
J31	rhinitis	EFO:0008521	Broad	J31-Diagnoses_main_ICD10_J31_Chronic_rhinitis_nasopharyngitis_and_pharyngitis	rhinitis	disease
J34	respiratory system disease	EFO:0000684	Broad	J34-Diagnoses_main_ICD10_J34_Other_disorders_of_nose_and_nasal_sinuses	respiratory system disease	disease
J35	lympathic system disease	EFO:0007352	Broad	J35-Diagnoses_main_ICD10_J35_Chronic_diseases_of_tonsils_and_adenoids	lymphatic system disease	disease
J38	laryngeal disease	EFO:0009673	Exact	J38-Diagnoses_main_ICD10_J38_Diseases_of_vocal_cords_and_larynx_not_elsewhere_classified	laryngeal disease	disease
J39	respiratory system disease	EFO:0000684	Broad	J39-Diagnoses_main_ICD10_J39_Other_diseases_of_upper_respiratory_tract	respiratory system disease	disease
J40	bronchitis	EFO:0009661	Exact	J40-Diagnoses_main_ICD10_J40_Bronchitis_not_specified_as_acute_or_chronic	bronchitis	disease
J86	pleural empyema	EFO:0009680	Exact	J86-Diagnoses_main_ICD10_J86_Pyothorax	pleural empyema	disease
J90	pleural effusion	EFO:0009637	Exact	J90-Diagnoses_main_ICD10_J90_Pleural_effusion_not_elsewhere_classified	pleural effusion	
J96	respiratory failure	EFO:0009686	Exact	J96-Diagnoses_main_ICD10_J96_Respiratory_failure_not_elsewhere_classified	respiratory failure	disease
I31	pericarditis	EFO:0007427	Exact	I31-Diagnoses_main_ICD10_I31_Other_diseases_of_pericardium	pericarditis	disease
I33	endocarditis	EFO:0000465	Broad	I33-Diagnoses_main_ICD10_I33_Acute_and_subacute_endocarditis	endocarditis	disease
I44	bundle branch block	EFO:0004138	Broad	I44-Diagnoses_main_ICD10_I44_Atrioventricular_and_left_bundlebranch_block	bundle branch block	disease
I45	conduction system disease	EFO:0005137	Exact	I45-Diagnoses_main_ICD10_I45_Other_conduction_disorders	conduction system disorder	disease
I49	cardiac arrythmia	EFO:0004269	Exact	I49-Diagnoses_main_ICD10_I49_Other_cardiac_arrhythmias	cardiac arrhythmia	disease
I65	occlusion precerebral artery	EFO:0009677	Exact	I65-Diagnoses_main_ICD10_I65_Occlusion_and_stenosis_of_precerebral_arteries_not_resulting_in_cerebral_infarction	occlusion precerebral artery	disease
I77	vascular disease	EFO:0004264	Broad	I77-Diagnoses_main_ICD10_I77_Other_disorders_of_arteries_and_arterioles	vascular disease	disease
I78	vascular disease	EFO:0004264	Broad	I78-Diagnoses_main_ICD10_I78_Diseases_of_capillaries	vascular disease	disease
I82	venous thromboembolism	EFO:0004286	Exact	I82-Diagnoses_main_ICD10_I82_Other_venous_embolism_and_thrombosis	venous thromboembolism	disease
I87	vascular disease	EFO:0004264	Broad	I87-Diagnoses_main_ICD10_I87_Other_disorders_of_veins	vascular disease	disease
I89	lymphatic system disease	EFO:0007352	Exact	I89-Diagnoses_main_ICD10_I89_Other_noninfective_disorders_of_lymphatic_vessels_and_lymph_nodes	lymphatic system disease	disease
H02	eyelid disease	EFO:0009547	Exact	H02-Diagnoses_main_ICD10_H02_Other_disorders_of_eyelid	eyelid disease	disease
H05	disease of orbital region	EFO:0009664	Exact	H05-Diagnoses_main_ICD10_H05_Disorders_of_orbit	disease of orbital region	disease
H11	conjunctival disorder	EFO:1000203	Exact	H11-Diagnoses_main_ICD10_H11_Other_disorders_of_conjunctiva	conjunctival disorder	disease
H27	lens disease	EFO:0009674	Exact	H27-Diagnoses_main_ICD10_H27_Other_disorders_of_lens	lens disease	disease
H49	paralytic strabismus	EFO:0009678	Exact	H49-Diagnoses_main_ICD10_H49_Paralytic_strabismus	paralytic strabismus	disease
H50	strabismus	HP:0000486	Exact	H50-Diagnoses_main_ICD10_H50_Other_strabismus	strabismus	
H57	eye adnexa disease	EFO:0009546	Exact	H57-Diagnoses_main_ICD10_H57_Other_disorders_of_eye_and_adnexa	eye adnexa disease	disease
H59	eye adnexa disease	EFO:0009546	Broad	H59-Diagnoses_main_ICD10_H59_Postprocedural_disorders_of_eye_and_adnexa_not_elsewhere_classified	eye adnexa disease	disease
H61	external ear disease	EFO:0009668	Exact	H61-Diagnoses_main_ICD10_H61_Other_disorders_of_external_ear	external ear disease	disease
H65	non-suppurative otitis media	EFO:0007415	Narrow	H65-Diagnoses_main_ICD10_H65_Nonsuppurative_otitis_media	otitis media with effusion	disease
H69	eustachian tube disease	EFO:0009667	Exact	H69-Diagnoses_main_ICD10_H69_Other_disorders_of_Eustachian_tube	eustachian tube disease	disease
H81	vestibular disease	EFO:0009691	Exact	H81-Diagnoses_main_ICD10_H81_Disorders_of_vestibular_function	vestibular disease	disease
H83	inner ear disease	EFO:0009672	Exact	H83-Diagnoses_main_ICD10_H83_Other_diseases_of_inner_ear	inner ear disease	disease
H92	ear pain||otitis media with effusion	HP:0030766 | EFO:0007415	Exact	H92-Diagnoses_main_ICD10_H92_Otalgia_and_effusion_of_ear	ear pain AND otitis media with effusion	disease
H93	auditory system disease	EFO:1001455	Exact	H93-Diagnoses_main_ICD10_H93_Other_disorders_of_ear_not_elsewhere_classified	auditory system disease	disease
